season,holiday,workingday,weather,temp,humidity,windspeed
2,0,0,2,32.8,46,19.0012
3,0,0,2,26.24,65,0.0
3,0,1,1,34.44,32,12.998
2,0,0,1,24.6,49,0.0
4,0,1,1,9.84,75,0.0
4,0,1,3,18.04,88,19.0012
1,0,1,2,13.12,87,19.0012
2,0,1,1,27.06,65,16.9979
4,0,1,2,15.58,58,11.0014
3,1,0,1,28.7,61,7.0015
4,0,1,1,14.76,50,16.9979
3,0,1,1,30.34,48,8.9981
1,0,1,1,16.4,65,12.998
3,0,1,1,27.88,69,7.0015
4,0,1,2,14.76,87,6.0032
3,0,1,1,31.98,46,16.9979
3,0,1,3,27.06,89,16.9979
1,0,0,1,10.66,35,27.9993
3,0,0,2,29.52,70,6.0032
2,0,1,1,21.32,68,0.0
3,0,0,3,28.7,84,19.0012
4,0,1,3,23.78,83,7.0015
3,0,1,1,21.32,48,11.0014
3,0,1,2,33.62,46,16.9979
1,0,1,1,18.04,94,0.0
3,0,1,1,33.62,43,15.0013
1,0,1,1,9.02,55,12.998
4,0,0,2,17.22,71,23.9994
2,0,1,2,20.5,42,15.0013
2,0,1,3,27.06,83,12.998
1,0,1,1,7.38,47,27.9993
2,0,1,2,18.86,88,15.0013
4,1,0,1,15.58,37,36.9974
1,0,0,1,9.84,75,0.0
1,0,1,1,13.94,53,11.0014
1,0,1,2,17.22,94,0.0
1,0,1,2,13.94,76,22.0028
4,0,1,1,22.96,52,12.998
4,0,1,2,14.76,53,23.9994
4,0,0,2,15.58,66,16.9979
2,0,1,2,27.06,89,19.0012
4,0,0,1,21.32,48,27.9993
4,0,1,3,22.14,94,19.9995
3,1,0,2,31.98,43,6.0032
3,0,0,1,36.08,40,26.0027
1,0,1,1,13.94,46,35.0008
2,1,0,1,25.42,69,15.0013
1,0,1,2,24.6,43,12.998
1,0,0,2,10.66,81,19.0012
3,0,1,1,24.6,78,11.0014
4,0,1,1,12.3,87,0.0
1,0,1,1,26.24,53,15.0013
3,0,0,1,30.34,40,8.9981
1,0,0,2,17.22,88,7.0015
3,0,1,1,27.88,79,6.0032
3,0,0,1,28.7,84,11.0014
4,0,0,1,24.6,43,35.0008
3,0,1,1,31.16,55,16.9979
2,0,1,1,26.24,31,23.9994
1,0,0,1,16.4,35,23.9994
2,0,1,1,22.96,52,27.9993
1,0,1,1,18.86,24,26.0027
1,0,1,1,6.56,86,7.0015
2,0,0,2,29.52,58,8.9981
1,0,1,1,26.24,38,46.0022
2,0,1,1,25.42,53,11.0014
3,0,1,1,34.44,53,22.0028
3,0,0,1,36.9,42,19.9995
2,0,1,1,13.12,53,8.9981
4,0,1,3,26.24,89,0.0
2,0,0,3,16.4,87,23.9994
1,0,1,1,14.76,43,16.9979
2,0,1,3,22.96,60,11.0014
4,0,0,1,13.12,81,8.9981
3,0,1,2,31.16,66,0.0
3,0,0,1,29.52,74,6.0032
2,0,1,3,14.76,76,19.0012
2,0,1,1,18.04,77,11.0014
4,0,0,1,12.3,81,0.0
1,0,1,2,9.02,60,6.0032
3,0,1,3,25.42,100,6.0032
4,0,0,1,10.66,35,0.0
4,0,0,1,17.22,38,16.9979
1,0,1,1,10.66,65,6.0032
2,0,1,1,19.68,36,30.0026
4,0,1,2,12.3,65,6.0032
1,0,0,2,18.86,82,7.0015
3,0,1,1,25.42,61,8.9981
2,0,1,2,23.78,60,26.0027
4,0,1,2,14.76,81,11.0014
4,0,0,1,14.76,43,15.0013
2,0,1,2,28.7,84,0.0
4,0,1,2,11.48,93,0.0
4,0,0,2,13.94,76,7.0015
4,0,1,3,14.76,100,6.0032
4,0,0,1,13.94,81,0.0
1,0,1,3,9.02,55,0.0
1,0,0,1,18.04,44,15.0013
4,0,1,3,23.78,88,8.9981
1,0,1,3,13.12,70,7.0015
1,0,1,1,24.6,60,26.0027
4,0,1,2,14.76,57,6.0032
2,0,1,1,22.96,83,11.0014
3,0,1,1,27.06,50,11.0014
1,0,1,1,12.3,81,15.0013
2,0,1,1,18.86,67,19.0012
1,0,1,1,8.2,47,6.0032
1,0,0,3,14.76,93,0.0
1,0,0,1,17.22,19,40.9973
3,0,1,1,32.8,49,7.0015
1,0,1,1,13.94,53,22.0028
1,0,0,1,12.3,45,22.0028
3,0,1,1,32.8,59,8.9981
4,0,1,2,14.76,93,8.9981
1,0,1,1,9.02,55,27.9993
4,0,0,2,12.3,87,0.0
2,0,1,1,20.5,72,7.0015
3,0,0,1,30.34,62,7.0015
4,0,0,1,25.42,69,19.0012
2,0,0,2,12.3,93,15.0013
3,0,1,3,24.6,94,12.998
3,0,0,1,27.88,79,15.0013
2,0,0,2,14.76,81,8.9981
2,0,1,1,13.94,49,16.9979
1,0,1,1,9.02,41,19.0012
2,0,0,2,18.86,82,0.0
1,0,0,2,6.56,59,0.0
1,0,0,1,21.32,72,6.0032
4,0,1,1,17.22,82,0.0
1,0,1,1,6.56,47,19.9995
1,1,0,1,14.76,43,27.9993
3,0,1,2,30.34,70,11.0014
4,0,1,1,18.04,77,7.0015
2,0,1,1,28.7,45,11.0014
3,0,1,1,18.86,55,16.9979
3,0,1,1,37.72,29,0.0
1,0,1,1,19.68,39,15.0013
2,0,1,1,18.86,82,6.0032
1,0,0,1,9.84,48,15.0013
3,1,0,1,26.24,83,0.0
4,0,1,3,13.12,81,22.0028
1,0,1,1,6.56,55,30.0026
3,0,1,1,31.16,55,16.9979
3,0,1,1,30.34,51,15.0013
2,0,1,1,22.14,34,19.9995
3,0,0,1,29.52,74,15.0013
4,0,0,2,10.66,75,6.0032
3,0,1,1,26.24,73,15.0013
1,0,1,1,19.68,72,12.998
3,0,1,1,30.34,66,11.0014
4,0,1,1,18.86,82,12.998
4,0,1,2,22.14,60,8.9981
3,0,0,1,32.8,55,32.9975
4,0,1,2,13.12,57,6.0032
3,0,1,1,25.42,50,8.9981
1,0,1,1,4.1,74,11.0014
3,0,1,1,26.24,78,11.0014
3,0,0,1,39.36,31,23.9994
1,0,0,1,10.66,56,0.0
1,0,1,1,15.58,43,35.0008
1,0,1,1,21.32,55,26.0027
4,0,1,2,14.76,62,11.0014
4,0,1,1,14.76,46,12.998
4,0,1,1,9.02,51,19.9995
4,0,1,1,22.96,60,7.0015
3,0,1,1,36.08,32,15.0013
3,0,0,1,27.06,78,11.0014
4,0,0,1,18.04,54,8.9981
3,0,1,1,27.88,82,8.9981
2,0,1,1,23.78,60,15.0013
4,0,0,2,13.94,81,11.0014
1,0,1,1,5.74,63,8.9981
2,0,1,2,24.6,78,16.9979
3,0,1,1,36.08,28,7.0015
2,0,1,1,27.88,41,7.0015
3,0,1,1,31.98,40,11.0014
4,0,0,2,10.66,56,19.0012
2,1,0,1,18.04,62,19.9995
1,0,0,1,10.66,75,7.0015
4,0,1,1,13.94,53,6.0032
2,0,0,1,20.5,72,12.998
1,0,1,1,7.38,59,8.9981
2,0,1,1,9.84,70,8.9981
1,0,1,2,11.48,96,8.9981
1,0,0,1,22.14,68,11.0014
2,0,0,3,18.86,94,35.0008
3,0,0,1,31.16,52,11.0014
4,0,1,1,14.76,57,15.0013
2,0,1,2,24.6,73,22.0028
3,0,1,2,30.34,55,12.998
4,0,0,1,24.6,33,31.0009
2,0,1,1,18.04,62,16.9979
3,0,1,2,31.98,62,11.0014
2,0,1,1,15.58,58,16.9979
4,0,1,3,18.86,100,15.0013
1,0,1,2,16.4,71,19.0012
4,0,1,2,16.4,76,7.0015
2,0,0,1,22.96,88,0.0
4,0,1,1,22.14,77,0.0
1,0,1,2,16.4,87,11.0014
1,0,1,1,25.42,29,39.0007
2,0,1,2,25.42,73,6.0032
2,0,1,2,18.86,88,8.9981
2,0,1,1,22.96,21,35.0008
3,0,1,1,27.06,83,6.0032
1,0,0,1,4.1,42,31.0009
3,0,1,2,26.24,94,15.0013
2,0,1,1,21.32,88,15.0013
3,0,0,1,26.24,57,19.9995
3,0,1,1,28.7,79,6.0032
4,0,0,1,12.3,52,19.0012
2,0,1,2,29.52,48,7.0015
1,1,0,1,16.4,40,31.0009
1,0,1,2,12.3,93,7.0015
2,0,0,1,27.06,44,19.0012
3,0,1,1,24.6,83,6.0032
1,0,1,2,9.84,75,8.9981
1,0,1,1,12.3,39,32.9975
1,0,1,1,27.06,36,22.0028
4,0,0,1,10.66,38,19.0012
2,0,1,1,16.4,43,0.0
1,0,1,1,11.48,56,11.0014
2,0,1,1,37.72,40,12.998
3,0,1,1,26.24,78,7.0015
3,0,1,1,20.5,82,0.0
2,0,1,3,21.32,83,8.9981
1,0,1,1,18.86,88,12.998
1,0,1,1,27.06,44,8.9981
1,0,1,1,13.12,36,19.9995
1,0,1,1,8.2,51,6.0032
4,0,0,1,10.66,81,6.0032
4,0,1,1,12.3,87,7.0015
3,0,0,2,28.7,65,11.0014
3,0,1,1,27.88,74,16.9979
3,0,0,3,30.34,66,23.9994
3,0,0,1,27.06,89,0.0
2,0,1,2,18.86,88,7.0015
1,0,1,1,12.3,22,8.9981
4,0,1,3,11.48,81,11.0014
2,0,1,1,29.52,51,0.0
1,0,1,1,18.86,36,15.0013
4,0,1,1,9.84,44,15.0013
2,0,1,2,18.86,41,32.9975
4,0,1,2,12.3,61,11.0014
3,0,1,1,28.7,61,12.998
3,0,1,1,35.26,50,12.998
3,0,1,1,28.7,84,6.0032
1,1,0,1,10.66,35,26.0027
2,0,0,1,26.24,36,11.0014
3,0,1,1,29.52,70,19.0012
3,0,1,1,35.26,30,15.0013
3,0,0,3,25.42,78,6.0032
2,0,1,3,21.32,88,8.9981
3,0,1,2,31.16,55,6.0032
3,0,1,1,37.72,29,0.0
1,0,1,1,27.06,39,16.9979
4,0,1,1,16.4,82,6.0032
3,0,1,1,28.7,84,0.0
4,0,1,2,18.86,88,6.0032
4,0,0,1,16.4,62,22.0028
2,0,0,1,25.42,57,7.0015
4,0,1,1,14.76,81,0.0
4,0,1,2,16.4,82,7.0015
3,0,1,2,28.7,65,19.0012
3,0,1,1,16.4,71,19.0012
2,0,1,1,13.94,66,16.9979
3,0,0,2,23.78,78,19.9995
4,0,1,2,13.12,51,23.9994
1,0,1,1,12.3,61,22.0028
1,1,0,1,11.48,36,16.9979
1,0,1,1,4.92,54,7.0015
3,0,1,1,28.7,65,8.9981
4,0,1,2,29.52,70,11.0014
3,0,1,1,22.96,88,0.0
2,0,1,1,25.42,65,6.0032
4,0,1,1,16.4,82,6.0032
1,0,1,1,13.94,29,23.9994
1,0,1,2,8.2,34,16.9979
1,0,1,1,13.94,61,8.9981
4,0,1,1,17.22,82,19.0012
3,0,0,1,37.72,26,19.9995
1,0,1,2,13.94,76,22.0028
1,0,0,1,15.58,17,39.0007
4,0,0,1,6.56,59,0.0
1,0,1,1,9.02,69,12.998
1,0,0,1,4.1,49,19.0012
1,0,1,1,9.84,38,8.9981
1,0,1,1,12.3,49,0.0
4,0,1,1,23.78,56,16.9979
2,0,0,1,22.96,43,8.9981
1,0,1,1,22.96,43,12.998
4,0,1,3,22.14,88,22.0028
4,0,0,2,24.6,56,27.9993
3,0,1,1,19.68,72,7.0015
1,0,1,1,10.66,60,15.0013
2,0,1,1,20.5,72,16.9979
3,0,1,2,28.7,84,16.9979
4,0,1,1,22.14,73,6.0032
4,0,1,3,18.86,94,0.0
4,0,1,1,12.3,93,0.0
3,0,1,1,32.8,49,15.0013
3,1,0,2,31.98,49,0.0
4,0,1,1,22.14,64,19.0012
2,0,0,2,29.52,34,16.9979
1,0,1,1,9.02,37,35.0008
1,0,1,1,13.12,49,27.9993
2,0,1,3,24.6,83,16.9979
2,0,1,1,31.16,58,11.0014
1,0,1,3,14.76,0,12.998
1,0,1,2,9.84,87,11.0014
2,0,0,1,22.96,73,7.0015
4,0,1,2,16.4,86,15.0013
1,0,1,1,18.04,35,16.9979
1,0,1,2,16.4,87,15.0013
3,0,1,1,35.26,53,7.0015
3,0,1,1,26.24,65,7.0015
4,0,0,1,10.66,81,0.0
4,0,0,2,14.76,46,22.0028
1,0,0,1,10.66,93,8.9981
3,0,1,1,28.7,79,6.0032
1,0,1,1,8.2,59,22.0028
2,0,0,1,30.34,66,6.0032
1,0,1,1,17.22,44,15.0013
2,0,1,1,20.5,77,12.998
4,0,0,1,12.3,65,0.0
1,0,1,2,9.02,100,0.0
2,0,1,1,29.52,39,15.0013
3,0,1,1,23.78,40,19.0012
4,0,1,2,12.3,65,16.9979
4,1,0,1,18.86,88,0.0
4,0,0,1,13.12,57,16.9979
2,0,0,1,25.42,46,19.9995
4,0,1,1,10.66,48,19.0012
4,0,1,1,13.94,66,11.0014
2,0,1,1,24.6,73,12.998
2,0,1,2,18.86,88,0.0
2,0,1,3,26.24,73,19.0012
1,0,1,1,18.04,54,22.0028
2,0,1,1,18.86,28,8.9981
1,0,0,2,12.3,87,12.998
2,0,1,1,22.14,94,7.0015
1,0,1,1,10.66,44,19.9995
4,0,1,1,9.02,44,11.0014
1,0,1,1,10.66,23,0.0
4,0,1,1,10.66,60,11.0014
4,0,1,1,16.4,87,0.0
2,0,1,2,29.52,58,15.0013
4,0,1,2,15.58,76,0.0
4,0,0,1,9.02,75,6.0032
4,0,0,1,18.86,55,7.0015
4,0,1,1,13.12,45,16.9979
3,0,1,3,27.06,94,6.0032
3,0,1,1,27.88,57,8.9981
1,0,0,1,17.22,41,19.9995
4,0,1,1,12.3,49,23.9994
2,0,0,1,26.24,69,8.9981
2,0,0,1,23.78,64,11.0014
1,0,0,1,9.02,87,8.9981
3,0,1,1,27.06,74,15.0013
1,0,1,1,8.2,40,16.9979
4,0,1,2,15.58,82,15.0013
2,0,1,3,13.94,93,23.9994
3,0,1,1,20.5,77,6.0032
4,0,1,2,14.76,76,7.0015
4,0,0,1,7.38,55,0.0
4,0,1,1,12.3,61,0.0
3,0,1,1,31.98,52,16.9979
3,0,1,1,27.06,50,0.0
4,0,0,1,13.12,66,0.0
2,0,1,3,22.14,88,7.0015
1,0,0,1,17.22,35,15.0013
3,0,1,2,35.26,41,15.0013
4,0,1,1,14.76,50,15.0013
4,0,1,1,9.02,80,0.0
2,0,0,1,20.5,36,15.0013
4,0,1,1,11.48,75,7.0015
2,0,0,1,32.8,29,16.9979
2,0,1,3,20.5,82,11.0014
3,0,0,1,31.16,62,8.9981
3,0,1,1,26.24,69,15.0013
4,0,1,2,13.94,57,11.0014
2,0,0,1,27.88,83,6.0032
1,0,0,1,9.84,52,11.0014
2,0,0,1,33.62,24,12.998
4,0,1,1,20.5,36,8.9981
4,0,1,3,22.14,100,8.9981
1,0,0,2,12.3,52,19.9995
4,0,1,1,12.3,45,0.0
4,0,0,1,12.3,61,12.998
2,0,1,1,14.76,66,12.998
3,0,0,1,23.78,49,16.9979
4,0,1,1,18.86,38,26.0027
4,0,1,1,12.3,49,23.9994
4,0,1,3,18.86,94,19.0012
3,0,0,1,29.52,62,11.0014
1,0,0,1,10.66,60,0.0
2,0,1,1,9.84,70,7.0015
4,0,1,2,29.52,62,11.0014
2,0,1,2,19.68,88,8.9981
2,0,1,3,23.78,83,8.9981
2,0,1,1,32.8,55,12.998
2,0,1,2,22.96,56,12.998
1,0,1,1,12.3,33,26.0027
2,0,0,1,27.06,39,12.998
3,0,1,2,28.7,82,23.9994
4,0,0,2,16.4,87,7.0015
3,0,1,2,20.5,55,11.0014
4,0,1,1,24.6,43,15.0013
1,0,1,1,13.12,42,23.9994
3,0,1,1,33.62,52,7.0015
3,0,1,1,28.7,74,8.9981
3,0,1,1,30.34,48,6.0032
2,0,0,1,21.32,52,19.9995
4,0,1,1,15.58,46,26.0027
4,0,1,1,20.5,39,19.0012
2,0,1,2,27.06,89,19.0012
1,0,1,3,13.94,87,15.0013
3,0,1,1,31.98,59,15.0013
1,1,0,1,5.74,46,8.9981
2,0,1,1,30.34,37,19.0012
4,0,1,1,9.02,80,0.0
2,0,1,1,13.94,46,27.9993
3,0,1,1,29.52,58,15.0013
3,0,1,1,31.16,37,6.0032
2,0,1,1,24.6,43,16.9979
1,0,0,1,5.74,50,7.0015
1,0,1,1,4.1,49,22.0028
1,0,1,1,13.94,61,7.0015
3,0,0,1,31.16,58,15.0013
2,0,1,1,30.34,40,23.9994
4,0,0,1,9.02,64,0.0
3,0,1,1,31.16,62,19.9995
2,0,1,1,29.52,54,8.9981
3,0,1,1,32.8,41,19.9995
3,0,0,1,36.08,22,15.0013
4,0,1,2,10.66,60,16.9979
4,0,1,1,25.42,50,12.998
1,0,1,1,10.66,81,0.0
2,0,1,3,20.5,82,27.9993
1,0,1,1,5.74,69,8.9981
2,0,1,1,30.34,28,0.0
3,0,0,1,32.8,55,11.0014
1,0,1,1,14.76,40,12.998
3,0,1,2,31.98,49,11.0014
4,0,1,1,12.3,56,12.998
4,0,1,1,20.5,72,15.0013
4,0,1,3,16.4,50,15.0013
1,0,1,1,12.3,45,19.9995
1,0,1,1,13.12,76,12.998
1,0,0,2,9.02,93,11.0014
3,0,1,1,20.5,72,16.9979
1,0,0,2,19.68,59,22.0028
3,0,1,1,27.06,69,16.9979
1,0,1,1,7.38,55,8.9981
1,0,1,1,18.86,23,32.9975
2,0,0,1,31.98,55,7.0015
4,1,0,1,15.58,87,7.0015
1,0,0,3,7.38,55,11.0014
1,0,0,2,10.66,48,19.9995
2,0,1,1,24.6,83,11.0014
4,0,1,1,13.94,46,16.9979
2,0,0,1,22.96,64,7.0015
3,0,0,1,27.06,47,0.0
1,0,1,2,8.2,55,12.998
4,0,1,2,19.68,55,32.9975
2,0,1,1,23.78,40,7.0015
3,0,1,3,25.42,94,7.0015
2,0,0,1,28.7,74,0.0
4,0,1,2,18.04,100,12.998
3,0,1,1,35.26,39,15.0013
1,0,1,1,6.56,86,7.0015
2,0,0,1,22.14,60,6.0032
1,0,1,1,9.84,48,8.9981
3,0,0,1,27.88,79,0.0
4,0,1,2,20.5,55,11.0014
1,1,0,1,9.84,44,26.0027
4,0,1,1,20.5,77,7.0015
2,0,1,2,24.6,78,11.0014
2,0,0,1,26.24,78,7.0015
1,0,1,3,13.94,100,7.0015
3,0,1,1,31.16,70,19.0012
1,0,1,1,5.74,46,19.9995
2,1,0,2,20.5,63,26.0027
3,0,1,2,31.98,62,8.9981
1,0,1,1,4.1,54,8.9981
3,0,0,1,30.34,48,12.998
1,0,1,2,8.2,86,8.9981
3,0,0,2,29.52,79,11.0014
4,0,1,1,12.3,61,0.0
4,0,1,1,16.4,47,19.9995
2,0,0,1,20.5,25,15.0013
2,0,1,1,14.76,40,27.9993
4,0,1,2,22.14,88,16.9979
2,0,1,1,29.52,48,15.0013
4,0,0,1,16.4,43,15.0013
4,0,1,1,19.68,51,7.0015
2,0,1,1,12.3,65,16.9979
2,0,0,1,26.24,36,12.998
3,0,1,2,28.7,79,0.0
2,0,0,3,21.32,100,6.0032
4,0,1,1,13.94,46,19.9995
2,0,0,1,14.76,37,0.0
2,0,0,2,27.06,47,12.998
3,0,1,1,32.8,59,8.9981
2,0,1,2,27.06,65,22.0028
3,0,1,2,31.16,62,11.0014
4,0,1,1,18.04,88,16.9979
4,0,1,1,13.94,46,7.0015
1,0,1,1,16.4,76,23.9994
1,0,1,1,9.02,47,31.0009
4,0,0,2,13.94,87,12.998
1,0,1,3,13.94,0,16.9979
1,0,1,1,18.86,63,26.0027
4,0,1,1,10.66,60,8.9981
4,0,1,1,18.86,36,0.0
4,0,1,2,21.32,77,12.998
1,0,1,2,7.38,51,11.0014
1,0,0,1,6.56,40,22.0028
3,0,1,1,24.6,78,0.0
4,0,1,2,11.48,61,16.9979
1,0,1,2,12.3,42,6.0032
4,0,1,1,13.94,29,8.9981
3,0,1,1,27.06,74,15.0013
2,0,1,1,25.42,69,15.0013
2,0,1,1,34.44,49,0.0
1,0,1,3,12.3,100,19.9995
3,0,1,2,25.42,65,12.998
3,0,1,1,28.7,51,15.0013
1,0,1,1,18.04,67,8.9981
4,0,1,2,24.6,49,16.9979
2,0,1,1,24.6,20,12.998
4,0,1,1,21.32,45,19.0012
2,0,1,1,22.14,49,8.9981
4,0,0,1,18.04,88,0.0
1,0,1,2,13.12,66,6.0032
1,0,1,2,26.24,50,12.998
1,0,1,2,15.58,46,19.9995
3,0,0,2,28.7,84,8.9981
3,0,1,2,20.5,77,8.9981
3,0,0,1,32.8,36,6.0032
4,1,0,2,23.78,78,6.0032
4,0,1,3,22.14,94,16.9979
2,0,1,1,30.34,30,15.0013
3,0,1,1,30.34,51,11.0014
1,0,1,2,14.76,50,11.0014
3,0,0,2,26.24,36,19.0012
1,0,0,2,16.4,94,7.0015
4,1,0,1,12.3,61,12.998
4,0,1,3,19.68,94,7.0015
1,0,0,1,16.4,15,22.0028
1,0,0,2,8.2,49,8.9981
3,1,0,2,31.16,66,16.9979
2,0,1,1,26.24,47,11.0014
3,0,1,3,25.42,94,11.0014
2,0,1,1,25.42,88,8.9981
1,1,0,1,10.66,35,19.0012
2,0,1,3,26.24,73,15.0013
4,0,1,3,20.5,94,12.998
2,0,0,1,30.34,51,0.0
1,0,1,1,4.1,50,27.9993
3,1,0,2,31.98,49,11.0014
3,0,1,1,25.42,38,19.9995
3,0,1,1,18.86,77,7.0015
3,0,1,1,26.24,65,16.9979
1,0,1,1,13.94,49,7.0015
4,0,0,2,15.58,76,12.998
1,0,1,1,6.56,40,31.0009
3,0,1,1,30.34,70,15.0013
2,0,1,1,19.68,67,19.0012
1,0,1,1,5.74,50,19.0012
2,0,1,3,22.96,88,15.0013
3,0,1,1,29.52,70,0.0
3,0,1,1,32.8,55,12.998
2,0,0,2,18.04,77,19.0012
4,0,1,3,22.14,77,8.9981
4,0,1,3,18.86,94,15.0013
2,0,1,3,13.94,76,11.0014
1,0,1,1,18.04,41,19.0012
4,0,1,1,16.4,87,6.0032
1,0,0,2,17.22,88,7.0015
1,0,1,1,13.94,53,12.998
4,0,0,1,14.76,40,0.0
2,0,1,2,22.14,77,15.0013
3,0,0,1,37.72,42,12.998
1,0,0,2,19.68,59,23.9994
3,1,0,2,31.98,52,0.0
3,0,1,1,31.16,58,6.0032
2,0,1,1,26.24,36,11.0014
3,0,1,1,26.24,69,16.9979
1,0,0,1,14.76,23,0.0
3,0,1,1,32.8,59,31.0009
1,0,1,2,5.74,50,19.9995
4,0,1,2,22.96,83,8.9981
1,0,1,1,26.24,41,19.0012
3,0,1,1,31.16,45,19.9995
4,0,1,1,13.94,87,6.0032
2,0,1,1,22.96,88,6.0032
3,0,1,1,27.88,61,8.9981
1,0,0,1,12.3,39,23.9994
3,0,1,2,28.7,79,15.0013
2,0,1,2,21.32,63,19.9995
3,0,1,3,26.24,94,12.998
3,0,1,3,32.8,46,19.9995
4,0,1,1,10.66,75,8.9981
2,0,1,3,15.58,66,15.0013
1,0,1,1,29.52,25,12.998
4,0,1,2,10.66,60,12.998
3,0,0,1,26.24,73,7.0015
2,0,1,1,22.96,26,19.0012
4,0,1,1,18.04,18,27.9993
4,0,1,1,8.2,80,0.0
2,0,0,1,22.96,52,15.0013
4,0,1,1,10.66,81,6.0032
4,0,0,2,22.14,28,26.0027
2,0,1,2,25.42,73,16.9979
2,0,1,3,13.94,87,15.0013
1,0,1,1,4.1,68,0.0
4,1,0,2,16.4,71,15.0013
1,0,1,2,13.94,76,16.9979
1,0,1,1,12.3,61,6.0032
2,0,0,2,25.42,61,12.998
1,0,1,2,12.3,70,0.0
2,0,0,1,28.7,65,0.0
3,0,1,2,32.8,49,11.0014
3,0,0,1,28.7,70,16.9979
1,0,1,1,7.38,80,7.0015
3,0,0,3,30.34,70,6.0032
2,0,1,1,14.76,71,31.0009
2,0,1,1,22.96,94,7.0015
1,0,1,1,17.22,35,19.9995
3,0,1,1,28.7,70,15.0013
3,0,1,1,28.7,70,6.0032
3,0,1,2,28.7,79,19.9995
1,0,1,3,12.3,87,16.9979
1,0,0,1,9.02,80,0.0
1,0,0,2,9.84,87,8.9981
2,0,1,1,31.16,33,8.9981
3,0,1,1,26.24,94,0.0
2,0,1,2,22.14,65,11.0014
3,0,0,1,25.42,61,16.9979
2,0,1,2,20.5,39,12.998
1,0,1,1,12.3,42,22.0028
1,0,0,3,9.02,93,6.0032
3,0,0,1,23.78,78,7.0015
3,0,0,1,20.5,72,0.0
1,0,1,1,12.3,56,19.0012
2,0,0,1,28.7,51,7.0015
2,0,1,1,30.34,48,6.0032
3,0,1,1,31.16,66,15.0013
4,0,0,1,16.4,76,6.0032
1,0,1,2,12.3,93,0.0
1,0,0,1,16.4,35,22.0028
3,0,1,1,29.52,37,8.9981
2,0,0,2,24.6,78,12.998
1,0,0,1,11.48,56,12.998
1,0,0,3,9.84,75,6.0032
3,0,0,1,31.16,66,19.0012
2,0,0,1,22.96,73,16.9979
2,0,1,1,26.24,50,23.9994
2,0,1,1,27.88,36,0.0
3,0,1,2,27.06,83,6.0032
3,0,1,1,29.52,84,7.0015
3,0,1,1,30.34,66,12.998
1,0,0,1,12.3,39,15.0013
2,0,0,1,26.24,50,15.0013
4,0,1,1,16.4,66,7.0015
1,0,1,1,13.94,66,11.0014
2,0,0,2,22.14,94,8.9981
4,0,0,2,18.04,67,0.0
3,0,1,1,29.52,70,8.9981
2,0,1,3,22.96,88,30.0026
4,0,1,1,21.32,77,12.998
4,0,1,1,9.02,80,0.0
4,0,1,1,18.86,44,11.0014
3,0,0,1,36.9,37,19.0012
4,0,0,1,15.58,76,0.0
2,0,1,1,23.78,28,36.9974
4,0,0,1,22.14,52,26.0027
3,0,1,2,24.6,83,0.0
4,0,1,2,13.12,57,8.9981
4,0,1,3,18.86,72,11.0014
3,0,0,1,25.42,94,0.0
3,0,1,1,30.34,48,8.9981
4,1,0,2,16.4,71,16.9979
2,0,1,1,24.6,49,12.998
1,0,1,1,18.04,82,7.0015
1,0,1,1,11.48,56,19.9995
2,0,1,2,17.22,82,12.998
4,0,1,3,14.76,87,30.0026
2,0,0,2,22.14,64,8.9981
4,0,1,1,18.04,41,19.0012
4,1,0,2,17.22,66,19.0012
1,0,1,3,15.58,0,15.0013
4,1,0,1,16.4,76,8.9981
4,0,0,2,13.12,49,16.9979
4,0,1,1,13.94,61,7.0015
2,0,1,2,22.14,83,12.998
2,0,1,1,34.44,44,7.0015
4,0,1,1,25.42,73,11.0014
3,1,0,2,27.88,79,11.0014
2,0,0,2,19.68,63,12.998
1,0,1,3,6.56,93,0.0
1,0,0,2,9.84,56,12.998
3,0,0,1,31.16,66,8.9981
2,0,1,2,21.32,77,12.998
2,0,1,2,21.32,72,19.0012
1,0,0,1,3.28,53,12.998
1,0,1,1,24.6,28,16.9979
4,0,1,1,18.04,77,8.9981
2,0,1,1,13.12,66,6.0032
3,0,1,2,26.24,89,7.0015
2,0,1,1,13.12,66,6.0032
4,0,0,1,21.32,48,19.9995
3,0,0,1,30.34,74,8.9981
4,0,0,1,12.3,49,19.0012
4,0,1,1,26.24,47,19.0012
2,0,1,1,17.22,35,19.9995
4,0,0,1,11.48,52,19.9995
2,0,0,1,27.88,79,8.9981
4,0,1,1,18.86,59,11.0014
2,0,1,2,26.24,65,19.0012
2,0,0,1,27.06,50,26.0027
4,0,1,1,10.66,41,12.998
2,0,1,1,27.06,50,12.998
1,0,1,1,12.3,56,11.0014
2,0,1,2,29.52,54,16.9979
3,0,1,1,27.88,74,6.0032
1,0,1,2,6.56,55,0.0
3,0,0,1,18.86,72,16.9979
4,0,1,1,13.12,49,16.9979
3,0,1,1,31.98,52,0.0
2,0,1,1,27.06,36,12.998
2,0,1,1,22.96,60,6.0032
2,0,1,2,23.78,83,15.0013
1,0,1,1,6.56,55,16.9979
1,0,1,1,8.2,40,6.0032
3,0,1,2,27.06,83,36.9974
3,0,1,1,27.88,79,15.0013
4,0,1,3,18.86,94,16.9979
2,0,1,1,19.68,67,8.9981
1,0,1,2,11.48,61,7.0015
1,0,1,1,11.48,61,15.0013
2,0,1,3,24.6,78,12.998
